,ID,corredor_armazem,modo_envio,numero_chamadas_cliente,avaliacao_cliente,custo_produto,compras_anteriores,prioridade_produto,genero,desconto,peso_gramas,entregue_no_prazo,performance_prioridade_envio,performance_modo_envio,faixa_desconto,performance_faixa_desconto
5795,5796,F,Navio,4,5,142,2,media,F,9,5425,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5796,5797,D,Navio,4,3,207,5,alta,F,6,4145,0,Atraso Crítico,Atraso Crítico na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5797,5798,F,Navio,3,1,183,3,media,M,7,5849,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5798,5799,A,Navio,4,3,167,2,media,F,2,5544,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5799,5800,B,Navio,4,3,175,3,baixa,F,2,5208,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5800,5801,C,Navio,3,5,183,2,baixa,M,8,5881,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5801,5802,F,Navio,6,5,176,3,baixa,F,10,5307,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5802,5803,D,Navio,3,4,187,3,baixa,M,7,5417,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5803,5804,F,Navio,4,5,143,3,media,F,8,4142,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5804,5805,A,Navio,4,3,136,3,baixa,F,7,5976,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5805,5806,B,Navio,3,3,178,3,baixa,M,3,5396,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5806,5807,C,Navio,4,4,208,2,media,F,6,4983,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5807,5808,F,Navio,4,1,171,2,media,M,1,5635,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5808,5809,D,Navio,2,1,197,4,baixa,M,5,4614,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5809,5810,F,Navio,5,1,179,3,baixa,F,7,5814,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5810,5811,A,Navio,6,4,197,5,media,M,4,5889,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5811,5812,B,Navio,5,4,285,2,baixa,M,2,4505,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5812,5813,C,Navio,6,1,141,5,baixa,F,9,5113,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5813,5814,F,Navio,4,5,274,3,media,M,5,4773,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5814,5815,D,Navio,5,2,287,3,media,F,3,4903,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5815,5816,F,Navio,5,3,218,3,media,F,4,4198,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5816,5817,A,Navio,3,1,213,3,alta,F,6,5535,0,Atraso Crítico,Atraso Crítico na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5817,5818,B,Navio,2,1,207,4,baixa,M,1,5742,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5818,5819,C,Navio,5,5,273,4,baixa,M,7,4064,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5819,5820,F,Navio,3,3,185,3,baixa,M,6,5995,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5820,5821,D,Navio,3,1,192,3,baixa,F,4,5179,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5821,5822,F,Navio,4,4,276,2,media,F,3,4306,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5822,5823,A,Navio,5,2,229,2,media,M,1,5724,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5823,5824,B,Navio,3,5,248,2,alta,M,3,5287,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5824,5825,C,Navio,3,4,267,3,alta,F,2,5204,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5825,5826,F,Navio,4,4,272,3,baixa,M,9,5458,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5826,5827,D,Navio,3,3,153,3,baixa,M,8,5487,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5827,5828,F,Navio,4,2,246,4,media,M,7,5056,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5828,5829,A,Navio,3,3,261,4,baixa,F,9,4529,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5829,5830,B,Navio,4,5,207,2,baixa,F,3,5270,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5830,5831,C,Navio,3,1,133,3,media,M,8,4634,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5831,5832,F,Navio,3,5,269,5,baixa,M,6,5932,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5832,5833,D,Navio,4,3,251,3,alta,M,8,5986,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5833,5834,F,Navio,4,2,252,4,baixa,F,3,4956,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5834,5835,A,Navio,3,5,135,2,baixa,F,4,5275,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5835,5836,B,Navio,4,3,273,4,media,F,1,4585,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5836,5837,C,Navio,4,2,168,3,baixa,M,3,4653,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5837,5838,F,Navio,2,4,233,2,media,F,6,4758,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5838,5839,D,Navio,3,2,133,2,baixa,F,3,4677,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5839,5840,F,Navio,3,5,147,4,alta,M,10,5164,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5840,5841,A,Navio,5,2,249,6,baixa,M,8,5633,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5841,5842,B,Navio,6,3,259,4,baixa,F,3,4117,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5842,5843,C,Navio,4,2,194,3,baixa,F,10,5171,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5843,5844,F,Navio,4,5,134,6,media,M,7,4881,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5844,5845,D,Navio,3,4,98,3,baixa,M,5,4432,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5845,5846,F,Navio,5,1,138,3,baixa,M,10,5612,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5846,5847,A,Navio,5,5,193,5,alta,F,4,5087,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5847,5848,B,Navio,5,5,184,3,media,M,7,4742,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5848,5849,C,Navio,4,4,172,3,media,M,7,5098,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5849,5850,F,Navio,4,3,248,2,media,M,2,4701,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5850,5851,D,Navio,2,4,114,5,alta,F,5,5334,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5851,5852,F,Navio,4,5,201,2,alta,F,2,4657,0,Atraso Crítico,Atraso Crítico na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5852,5853,A,Navio,3,4,206,4,media,M,2,4372,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5853,5854,B,Navio,6,1,185,4,alta,F,10,5254,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5854,5855,C,Navio,5,2,272,3,alta,M,5,4972,0,Atraso Crítico,Atraso Crítico na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5855,5856,F,Navio,4,3,266,2,media,M,6,4286,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5856,5857,D,Navio,3,4,203,2,baixa,M,9,5735,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5857,5858,F,Navio,4,3,218,5,baixa,M,2,4823,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5858,5859,A,Navio,2,5,279,3,baixa,F,8,4632,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5859,5860,B,Navio,4,4,159,2,baixa,M,4,4648,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5860,5861,C,Navio,5,3,138,3,baixa,F,5,5687,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5861,5862,F,Navio,3,2,224,3,baixa,F,7,5896,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5862,5863,D,Navio,3,3,269,3,baixa,M,4,4309,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5863,5864,F,Navio,5,3,121,2,media,F,4,5231,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5864,5865,A,Caminhao,4,3,134,2,baixa,F,2,4522,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5865,5866,B,Caminhao,4,5,259,3,media,M,4,5344,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5866,5867,C,Caminhao,4,4,206,2,alta,M,8,4093,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5867,5868,F,Caminhao,3,1,209,2,baixa,M,6,5701,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5868,5869,D,Caminhao,3,3,145,3,media,M,1,5709,0,Atraso Problemático,Atraso Problemático na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5869,5870,F,Caminhao,5,2,164,2,media,M,8,5717,0,Atraso Problemático,Atraso Problemático na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5870,5871,A,Caminhao,3,1,133,3,media,M,6,5464,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5871,5872,B,Caminhao,3,2,178,3,baixa,F,5,5686,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5872,5873,C,Caminhao,4,3,175,2,baixa,M,3,4200,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5873,5874,F,Caminhao,2,4,242,3,media,M,8,4898,0,Atraso Problemático,Atraso Problemático na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5874,5875,D,Caminhao,4,2,202,3,baixa,M,8,4575,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5875,5876,F,Caminhao,4,3,176,2,baixa,F,6,5149,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5876,5877,A,Caminhao,4,3,203,4,baixa,F,1,5274,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5877,5878,B,Caminhao,4,3,207,4,baixa,M,5,5008,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5878,5879,C,Caminhao,4,2,268,3,media,M,1,4927,0,Atraso Problemático,Atraso Problemático na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5879,5880,F,Caminhao,3,3,244,3,baixa,M,6,5109,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5880,5881,D,Caminhao,3,5,134,3,baixa,F,10,4693,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5881,5882,F,Caminhao,3,4,143,3,baixa,F,1,4392,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5882,5883,A,Caminhao,3,5,246,3,baixa,F,2,5556,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5883,5884,B,Caminhao,3,2,157,2,baixa,F,7,5228,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5884,5885,C,Caminhao,3,3,169,3,baixa,M,10,5147,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Caminhao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5885,5886,F,Caminhao,4,5,231,3,baixa,F,6,4449,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5886,5887,D,Aviao,3,3,262,5,media,F,1,5043,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5887,5888,F,Aviao,3,2,227,2,media,M,10,4290,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5888,5889,A,Aviao,5,2,162,4,media,M,7,5477,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5889,5890,B,Aviao,5,5,148,2,media,M,4,4812,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5890,5891,C,Aviao,3,4,138,2,media,F,8,4837,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5891,5892,F,Aviao,3,3,255,2,media,F,3,4824,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5892,5893,D,Aviao,3,5,218,3,baixa,M,2,5841,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5893,5894,F,Aviao,4,1,260,4,baixa,M,2,4091,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5894,5895,A,Aviao,4,3,142,2,baixa,F,5,5502,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5895,5896,B,Aviao,4,5,257,3,media,M,5,4180,0,Atraso Problemático,Atraso Problemático na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5896,5897,C,Aviao,4,2,252,3,baixa,F,1,4176,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5897,5898,F,Aviao,5,4,151,5,baixa,F,1,4122,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5898,5899,D,Aviao,4,3,190,5,baixa,F,8,4736,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5899,5900,F,Aviao,4,5,137,2,baixa,M,7,4068,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5900,5901,A,Aviao,4,4,164,2,baixa,M,7,5456,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5901,5902,B,Aviao,3,5,271,3,baixa,F,9,5328,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5902,5903,C,Aviao,3,5,162,2,alta,M,1,4573,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5903,5904,F,Aviao,2,4,221,5,media,M,4,4034,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5904,5905,D,Aviao,5,4,202,3,baixa,F,3,4559,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5905,5906,F,Aviao,4,5,143,2,baixa,M,1,5836,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5906,5907,A,Aviao,3,5,254,3,baixa,M,6,4703,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Aviao,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5907,5908,B,Aviao,4,3,96,4,media,M,1,4984,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5908,5909,C,Navio,3,3,199,5,media,F,10,4847,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5909,5910,F,Navio,4,1,198,4,baixa,F,5,5182,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5910,5911,D,Navio,4,3,257,3,baixa,F,2,5198,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5911,5912,F,Navio,3,2,149,5,media,F,9,4310,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5912,5913,A,Navio,5,1,193,4,media,F,10,5280,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5913,5914,B,Navio,3,5,284,2,baixa,M,10,5619,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5914,5915,C,Navio,4,5,205,4,media,F,5,5264,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5915,5916,F,Navio,5,5,185,3,baixa,M,5,4520,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5916,5917,D,Navio,5,4,268,3,alta,F,10,4955,0,Atraso Crítico,Atraso Crítico na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5917,5918,F,Navio,5,1,252,3,media,M,2,4339,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5918,5919,A,Navio,4,3,196,2,baixa,F,5,5656,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5919,5920,B,Navio,3,3,149,3,baixa,M,6,4654,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5920,5921,C,Navio,5,5,154,2,media,M,3,4669,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5921,5922,F,Navio,5,4,267,2,media,M,4,4053,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5922,5923,D,Navio,3,3,208,2,media,F,5,5661,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5923,5924,F,Navio,5,5,275,3,media,M,9,4287,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5924,5925,A,Navio,4,2,272,2,baixa,F,1,5939,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5925,5926,B,Navio,6,5,280,3,baixa,M,9,4074,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5926,5927,C,Navio,6,3,202,3,baixa,F,5,4930,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5927,5928,F,Navio,5,2,184,3,media,F,8,4581,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5928,5929,D,Navio,5,2,244,5,media,F,7,5515,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5929,5930,F,Navio,4,4,138,5,baixa,M,10,5401,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5930,5931,A,Navio,4,3,109,2,media,F,4,5407,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5931,5932,B,Navio,2,5,189,5,baixa,M,3,5292,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5932,5933,C,Navio,3,2,170,3,baixa,M,9,4069,0,Atraso Tolerável,Atraso Tolerável na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5933,5934,F,Navio,3,1,183,2,media,F,10,4598,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5934,5935,D,Navio,3,4,263,6,alta,M,3,4429,0,Atraso Crítico,Atraso Crítico na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5935,5936,F,Navio,4,1,271,4,baixa,M,9,5853,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5936,5937,A,Navio,6,3,202,4,media,F,3,4496,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5937,5938,B,Navio,3,3,265,3,media,F,8,5070,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5938,5939,C,Navio,4,1,220,3,media,F,6,4472,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5939,5940,F,Navio,4,4,274,2,baixa,F,7,4873,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
5940,5941,D,Navio,4,5,212,2,media,M,10,4552,0,Atraso Problemático,Atraso Problemático na Entrega Por Navio,Desconto Abaixo da Media,Atraso na Entrega com Desconto Abaixo da Media
5941,5942,F,Navio,4,2,244,3,alta,M,1,5559,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
